2703_XX	3429_XXY	3442_XXY	6029_XX	7089B_XXY	7194A_XXY	7205B_XX	7246B_XX	7249B_XX	7271A_XX	7272A_XX	7273A_XX	7275A_XX	7304B_XXYY	7307A_XXY	7367A_XX_tri21	7368A_XX	7369A_XX_tri21	7370A_XX_tri21	7372A_XX_tri21	7389A_XX	7478A_XXYY
MECP2	NA	NA	NA	NA	NA	NA	0.238095238095238	NA	0.197183098591549	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MED12	NA	NA	NA	NA	NA	0.24390243902439	NA	0.1	NA	0.0606060606060606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MED14	NA	NA	NA	NA	NA	NA	0.285714285714286	NA	0.312	0.096551724137931	NA	0.142857142857143	NA	0.132075471698113	NA	NA	NA	NA	0.179609634551495	NA	NA	NA
MID1IP1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.318181818181818
MMGT1	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0909090909090909	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.196336996336996	NA
MORF4L2	NA	NA	NA	NA	NA	0.142538975501114	0.286666666666667	NA	NA	NA	0.0180831826401447	0.0763765541740675	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.305084745762712
MOSPD1	NA	NA	NA	NA	NA	NA	0.289351851851852	0.152173913043478	NA	NA	NA	0.130434782608696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MOSPD2	NA	NA	NA	0.192307692307692	NA	0.173913043478261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MPP1	NA	NA	NA	NA	NA	NA	0.26	0.0545454545454545	0.142857142857143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
MSL3	NA	NA	0.515873015873016	NA	0.9	0.542372881355932	0.294117647058824	NA	NA	NA	NA	NA	0.340579710144927	0.472114764667956	0.667722595063256	NA	0.454721901597609	NA	0.5	NA	0.448838494770681	NA
MTMR1	NA	NA	0.386605783866057	0.125	NA	NA	0.223684210526316	0.0491803278688525	NA	0.170068027210884	NA	0.094488188976378	NA	NA	NA	NA	NA	NA	NA	NA	0.181450216450216	0.313716814159292
NAA10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.210526315789474	0.230769230769231	NA	NA
NONO	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0947452229299363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NSDHL	NA	NA	NA	NA	NA	NA	NA	0.0413793103448276	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
NXT2	NA	NA	0.314285714285714	0.133333333333333	NA	0.142830746489284	0.294964028776978	0.0704225352112676	NA	0.117647058823529	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.120481927710843	NA
OCRL	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.200980392156863	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTUD5	NA	NA	NA	0.166666666666667	NA	NA	NA	NA	0.137254901960784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P2RY10	0.120401337792642	NA	0.465753424657534	0.25	0.168443496801706	0.203791469194313	NA	NA	NA	0.237826252474494	NA	NA	NA	0.146341463414634	NA	NA	0.301324503311258	NA	0.143382352941176	0.151020408163265	0.260162601626016	0.283088235294118
P2RY8	0.819592750434077	NA	NA	0.888930028826645	NA	NA	0.870548130947067	1	NA	0.80455798576899	0.73162432196959	NA	0.821107574327913	NA	NA	0.648563218390805	0.90543939732871	0.779469407052569	0.770391613777577	0.891995221027479	0.833151089471705	NA
PDHA1	NA	NA	NA	NA	NA	NA	NA	NA	0.282716722722177	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PDK3	NA	NA	0.488289488289488	0.21756993006993	NA	0.184372456247456	0.391544117647059	0.108108108108108	0.344177752072489	NA	NA	NA	NA	NA	NA	0.133689839572192	NA	NA	0.111111111111111	NA	0.219512195121951	NA
PGK1	NA	NA	0.261111111111111	NA	NA	NA	NA	NA	0.140008576329331	0.120027874297324	NA	NA	NA	NA	NA	NA	NA	NA	0.15625	NA	NA	NA
