7165G_XY	7169C_XY	7176C_X	7178C_X	7179C_X	7181C_X	7184D_X	7188C_X	7194D_XXY	7196D_XXY	7199C_X	7200C_X	7201C_X	7204C_XXXY	7219C_XXY	7240D_XX	7241C_XY	7246D_XX	7247D_XX	7252C_XX	7253C_XX	7270D_X	7271C_XX	7272C_XX	7273C_XX	7274D_XX	7275D_XX	7276D_XY	7282C_X	7283C_XXY	7285C_X	7286C_X	7291C_X	7348C_XXY	7349C_XXY	7351C_XXY	7352C_XXY	7379C_XXXXY	7381C_XYYYY	7390C_XXY	7394C_XYY	7395C_XYY	7410C_XXY	7417C_XXX	7428C_XXY	7380C_X	7437C_XY	7383C_XX	7491C_XXX	7363C_X	7384C_XX	7378C_XY	7459C_XYY	7480C_XY	7456C_XY	7385C_XYY	7503C_XY	7450C_XXX	7448C_XY	7484C_XXY	7386C_XY	7429C_X	7434C_XXY	7438C_XX	7439C_XX	7441C_XXY	7454C_XXY	7455C_XXY	7458D_XXY	7463C_XXY	7464C_XXY	7482C_XXY	7487C_XX	7488C_XXY	7490C_XXY	7492C_XXY	7493C_XXY	7494C_XX	7500C_XXY	7504C_XXY	7507C_XY	7508C_XX	7509C_XX	7511C_XXY	7513C_XY	7516C_XXY	7517C_XY	7518C_X	7519C_XX	7538C_XXY	7539C_X	7554C_X	7555C_XXY	7607C_X	7608C_X	7613C_XXX	7623C_XYY	7168C_XX	7281C_X
EMD	3396.32085079782	3986.32766914884	3815.40089335223	3532.93398673585	2887.13203322493	3838.46543782754	4557.69157685086	4106.57287900723	3976.35746120824	4379.32379155003	4043.70221486537	4042.20588109873	3182.61367401047	4161.7129402751	4117.54048713606	3012.77595644523	2850.27023169729	3824.9505113691	3968.12037141958	3602.1445204247	4682.40425873393	3931.58688116982	4280.74465392802	3716.19473185564	4424.59902787279	3862.85536164838	3976.26813734096	4145.43614791372	3094.15787737925	3416.18891557065	3399.747114728	3473.75185142569	3314.25936306583	4539.85134264675	4671.64543401277	3513.80167145915	4693.05048365403	4067.2537515309	4605.4203813756	3405.7621337858	4367.43642802619	4226.87856018609	3837.88547031206	3592.49301359992	4284.20455212038	3651.44602780141	3460.12212209971	3468.30170956837	4528.46381061047	4626.6961118497	3728.72922573393	3662.8213447056	3957.11779909814	3306.98344921514	3506.26416367297	3361.25237552898	3844.78828518955	4155.95748103721	4061.75398757697	4176.03722894626	4363.40333351851	3448.78636088917	3923.97728251749	3771.59667186152	3667.05482937301	3271.85769319423	3340.98487011802	3150.45986022663	2423.93202118734	2521.09599766302	2952.23923148362	4038.34453943101	4023.36178698215	3786.44995298292	4507.02911304755	3829.33409854211	4364.88000077416	3715.52802493452	3972.71171652835	3986.7789411783	2984.85207631522	3082.32814862812	3370.471156324	4107.61634726198	2460.55349505355	3326.99982511069	3428.13414471275	3400.65562014658	3803.40282378606	3681.56435851748	3948.2090078009	3248.5580109514	3790.52751068229	2926.55228754666	3486.99875477952	3918.93232376034	2806.61621769217	2994.80857592095	2867.31513934588
ENOX2	1409.24406952146	1482.61491371909	913.66486913009	1129.49169563673	993.285512178415	1007.01063034597	1049.41217950778	1053.3480053432	1145.53592503349	988.368149458511	1218.09985833566	1422.13262959986	1253.61077185308	1163.88053023629	1156.50532854442	1177.26140309398	1038.89096417938	1264.7478157068	1113.25965970334	1113.14545155667	1028.47260874694	1141.89852615172	1032.35153873373	1364.84434485915	1055.47958771164	1303.66150429963	1259.28850551268	1415.20228529248	1700.59546728112	1398.76459741831	1599.45028430959	1534.09020533286	1477.79709414556	1111.07401268702	1385.67521572556	1441.50867798519	1304.27894634357	1166.67985845544	937.850448835221	1687.05818228793	1147.90233185924	1297.30211326249	1481.21377364865	1500.63394006444	1365.7874447389	1180.71015789713	1314.17931552682	1070.99087016127	1564.2637175593	1325.70500505976	1065.04008961726	955.70225579756	1494.69170513439	1325.03948582373	1671.11081161208	1094.2717500609	1299.05323152626	1290.7302822286	1356.2920270541	1465.5490748643	1075.3083029907	1277.17390516264	1164.37483665446	1295.47447559973	1438.03920051316	1398.19552566747	1826.97846704094	1531.8166727644	1156.4052870498	1112.0440477364	1040.4162547434	1417.91358967397	1069.26366488015	1225.85612881001	1255.96586153633	1195.72401599012	1459.40401205897	1357.85005553639	1220.90269377397	1132.19548700954	1076.59201541	1221.30540394794	1338.31449237284	1185.82124900308	1348.49958431048	1402.9205246971	1333.62098040169	1333.15502101792	1309.34064680923	1070.28490346988	1334.20637191091	1324.04699441598	1414.52863824933	1277.12732405305	1499.04585779591	1175.51308301981	1188.51851568219	1090.44888061289	1665.62702302327
ERCC6L	1342.79256273046	1057.3675318614	1367.62626230303	688.031576638101	49.0555560933104	681.35718626113	828.259502049843	432.719116931128	520.799064948306	1020.15316609489	594.775544285824	756.14301581873	81.3455975945785	1270.12919023905	633.698671112126	154.573289580588	86.5331312908637	708.640593504672	549.668468255391	271.350390186534	1012.53869506501	715.465307469816	608.320302405701	1209.25339220771	717.346550202711	715.751837588971	513.911981598116	1850.64760329764	464.897347545188	513.409745262701	631.785557472703	911.014293833329	1831.80674832169	869.286496596354	811.857017742285	84.8435300388356	1923.0973338091	412.137291342694	1977.67927844182	1141.52596740708	586.990172166929	439.729368583143	783.266369329146	948.635566446572	703.685201366987	692.839692976686	574.018898865692	325.807742059133	1492.83864023696	377.443460472367	1350.50189121998	179.643913731343	386.816760875922	2357.31594125705	782.642325692941	556.020970057591	605.046242773922	855.976685649311	1473.97481945091	1871.21836591635	482.801061401294	925.195195588335	1022.94134774843	869.133345066893	1139.05964872603	1339.18646902071	1501.80852005339	515.659271502562	34.4112389375522	54.9236965146511	58.9240494374681	934.44383401402	877.535979648002	640.838680041224	851.673126574709	1480.70898480714	1352.10483245618	1992.46437090704	761.021017819461	355.315809702794	450.8157119649	463.39676294789	2650.87361893632	1528.05861684914	1127.6436544965	2167.47032819483	1409.3918703383	1827.19119401248	1039.92128334627	1571.91412495188	1255.97041576765	1572.82119305642	2834.29495676664	1803.97486240897	1655.98851502984	1410.73237608834	450.568265209032	85.9367622585287	293.044201058168
F8	400.822152303389	573.546566045599	470.370069755522	616.930220608934	608.970163588522	292.595885015141	472.586875597878	694.434985119152	328.806149436431	310.843561725987	492.890509479514	726.766656883474	783.467274132449	201.212210242979	320.05254513575	482.893452094306	740.191228520046	325.317900719295	374.455579432119	567.497328916957	329.775578049219	410.093446069308	372.565347326243	346.270432928285	389.938912713897	406.54839516519	432.437179351671	382.296758571221	653.155029195966	380.56167033142	582.168790104549	403.257436515068	407.536418535577	413.388187212527	504.973117501708	523.953906946455	323.719019070831	359.056203878694	284.198599571685	392.873248253356	503.678252817632	460.350445766422	533.215211368788	432.255208908953	455.433765108875	775.204493617143	551.883927637443	555.814098111304	378.737099760575	902.098407994522	444.078554818964	777.581983370487	201.342533783851	432.652306416162	514.338307626821	682.654262741007	537.962252966482	273.922217452784	416.879699963925	287.862907772159	766.388524048193	629.082128989608	440.426777143387	377.917834270999	578.161972392189	412.618977054509	467.178896663433	677.094759480571	973.089068065336	611.251072136378	775.834325509501	336.481558821886	510.053349248593	366.511232056916	470.047453637037	505.737361896593	598.449815183233	395.215897481247	473.634693669387	720.781135738875	620.600562308013	535.86618847974	342.622770363109	278.934273395429	416.747191005762	370.50277564467	506.224577272092	613.025324976943	689.771760829935	377.181120746659	559.043124341068	533.484808786205	294.111831656222	361.945627789579	388.155009943187	481.668293807627	588.587580049524	384.890264908064	653.162893530968
F8A1	227.216879341039	533.042891236373	1445.64552471287	1706.00422451655	1238.4658000789	1731.00283642131	1819.06546143273	1879.13328974636	1083.62196861826	2052.62225994322	1948.16637312795	1554.13459157397	2034.59276089863	1693.48673122231	2174.06940895013	1297.26410558366	918.337578753773	1457.53488412486	1153.31658700529	1625.84093330155	1600.69485180567	1007.26926746265	1740.9925171329	553.865969944031	1387.92915227357	1877.79925124176	1561.30224239511	2483.41916606841	1231.32863021741	570.811610163128	1153.60289724641	536.624443221453	884.970246325553	876.766271377793	1339.46842904859	1259.59792214619	1010.32781847191	356.415877469036	694.215664459606	1195.70283389669	1009.13448447297	1357.71332242605	1201.48057349085	895.817215759312	912.408667882168	893.832478456177	846.049475206295	801.932440706453	1306.82566763949	1593.90034570701	565.859446267816	496.253592066533	1160.83482164341	1301.0307875324	919.909482804042	471.24624548089	1412.59957791091	1116.96725446454	758.362356881646	875.173831787985	1727.60822348159	1519.48546622922	660.348040473017	1396.08117216576	1687.12803581581	1226.92205604196	1258.04587940673	2075.81863904196	1778.81203387125	1301.07898807472	780.462731039377	956.260195644343	841.047606183721	1475.20824784039	1524.40757433476	1426.56656450396	1358.28678358969	1134.59860141618	1202.65652658095	1493.83140846638	719.174882805712	164.001078957168	493.288866707792	1077.4235037905	728.33828145364	1263.26075433909	1105.27926988614	1866.12661533022	671.499162150081	1568.30587782556	1377.1177268022	572.322599594675	830.58490029309	662.150938754549	1475.65157532753	849.969579062032	1256.77736190865	645.553741660537	1153.20404654634
F8A3	727.885792294925	533.763652925838	6.14667345121041	24.9341182483444	918.488072090643	375.723210740725	519.295964515842	479.801437467631	854.545433543816	44.5292214875584	53.8367530587779	354.664725493925	26.3476057015896	160.980520739997	25.9252546248119	156.541539547962	806.180241272245	304.378142796442	635.831705035665	436.151674432431	418.37714971421	933.883704604318	448.905116195565	385.175505007648	587.628277263768	320.691114252431	442.406378431059	26.4166131234871	24.8375093290325	635.628348109754	360.414480550336	509.05975772374	280.316272568923	450.769373578308	22.7594607846661	5.30539888103316	307.334183542966	946.331605629132	686.877268991644	9.30889669004945	286.136550497505	24.2861319958851	17.1935730605971	282.659516385695	317.998062496116	281.698122514376	280.589502867917	177.0391238786	3.23339143094363	11.0561591413863	625.065428158422	597.796992073524	9.31519794639051	7.13222475440552	283.764827499341	462.396314088945	10.234342338337	180.731999309656	857.9988918308	476.55042946087	3.10890569839778	0	598.538063855046	149.326000990029	2.85364060037254	178.252875459761	448.234084111715	2.63402987142322	5.24218879560924	204.068205256922	804.081019798369	259.704481670779	438.819410116709	73.9702335365979	95.2166945844377	24.4121296783882	117.399139288545	89.6627751577841	196.56101070893	0	620.4829546603	1107.49274946533	450.221360867987	151.24866452839	487.824422134712	124.967106797995	223.993590849912	15.7867208619889	548.742468298447	70.7078876357276	2.14369274359997	661.351397375105	278.76986453087	512.564705919691	5.90068129619063	388.674524972772	272.133447834486	528.508464950065	219.817741432696
FAM104B	302.273980521757	335.582033097365	316.939482044338	369.349309352886	377.24918497232	472.678215528846	410.885115909006	361.021062555479	405.372445839736	394.030674171726	321.009531310139	378.414071451086	328.447673970721	355.180853886591	399.537197440872	431.193194166499	333.548427266158	329.055600142822	378.399290202074	394.123960573271	363.562316876817	283.102443835984	336.170947301795	342.002820985738	377.202109018084	414.441644073007	323.94297238939	424.342997292958	333.63558502485	378.221741408205	489.478648783243	383.286946768365	493.321181552666	353.062290013986	413.848302418437	303.735418716198	435.990066467932	278.9340388783	412.969700001546	332.430792728138	380.5232209378	428.050675241947	383.18827428058	385.596635679868	435.825698276192	338.561546936817	375.843795604658	329.325717008317	420.437564334655	401.721955119128	361.853400000579	315.677727576224	340.304485820324	370.524937566626	380.181095800449	323.353479206968	408.51523341739	449.159820797513	534.650249190295	488.41330775318	299.755333756771	283.38923798839	321.942466075412	266.38178246657	358.350862079389	397.00636121609	364.407462035458	268.67144147231	351.912135945494	282.694677456594	358.097522048689	378.560633191079	323.658427620695	352.408327694642	399.554252479862	302.644652496307	316.990826389819	459.593147508424	364.268888715825	335.602043336022	361.785667195723	301.942534858847	286.163276888657	390.290038410515	296.445023544141	308.151783202692	369.311890255587	458.305658278671	371.366774477886	336.264881797287	346.085663064097	300.272438999266	399.604303887542	322.799085325912	376.271288785977	321.504057909347	323.423146403964	250.700280084133	318.223482845525
FAM120C	723.662187955387	842.53773790771	630.045565604781	673.734300673343	710.537905058567	714.8851910903	677.694986181966	748.352192277075	729.756804226506	717.964180575062	834.584609820421	735.466015284281	799.230315897807	755.375320868676	738.647674588275	683.646311112755	894.262856127561	772.547096876662	719.647391499592	800.323480872281	771.355143281853	686.442478478351	877.592033969562	869.335332404432	802.416634319316	794.800687237635	859.755531315347	826.68931246899	842.322686598849	835.360669095152	675.828361632618	839.894452660105	841.875008127962	702.955335704277	839.212998189616	846.381888637223	856.007502986295	810.709531954094	693.002313061303	824.533043289096	788.981475519511	826.841987103573	901.488472945459	760.010127319612	771.753629475516	696.483425068461	745.397891284162	799.856894694653	705.98792841079	636.503133659195	606.863897244894	853.611793096597	722.774200766803	800.361748431247	792.231249004393	744.107466676062	693.129477846678	645.319285099743	805.168492814466	752.515721702085	664.894920038802	894.892576375476	921.510886223715	929.873800743568	953.370663803019	974.93485244339	1201.63081474615	1057.71985866241	1213.58895337191	1055.08576597014	1178.44042216722	979.404286728708	999.029525655608	1018.39027110219	872.351947204223	973.541962201022	886.619431109045	1140.03044601083	903.204421198882	873.694314024076	908.575688032359	996.894032461129	858.756566266863	1029.55644657361	964.031136568997	955.336959072529	969.268419588497	853.279959377448	819.162890985772	870.961819750849	1017.41120305263	896.646414374689	983.675959466852	739.92937355662	798.231440665847	876.245776404632	1013.77317673806	915.101893876428	1110.71589964933
FAM156A	1062.7876453842	988.056760185159	980.954608001042	1780.38375252741	2260.45866474175	1723.60386362256	1468.51063132818	1408.41138345475	1799.00485320676	1632.03490511121	1341.72473345685	1387.24156482675	1526.78500643982	1227.95797197898	1084.00826031382	2120.31086019434	1781.3387831967	1662.21263771766	1761.99588015923	2397.71027413504	941.544030951345	1034.54056856401	1301.17319360311	951.997853628169	1093.8030528188	1072.67433523645	1215.91686501754	927.611373063853	1609.91543918779	1413.57781091681	942.657379801165	1185.65897941365	983.554583856821	1118.94317314717	636.496552345459	678.899855000146	492.83604534447	786.497653908265	814.041155791756	942.478319508576	1074.99577392484	1120.67004034818	499.679989133223	921.446486223508	661.715631924077	1049.05837291217	1221.96079201159	942.422464416187	820.408582749678	935.996886786486	745.11335015784	797.902769385192	1174.42097970367	930.971685787737	932.691983055224	984.869455861869	930.341140764489	1032.17273475745	914.241461791289	710.928267231484	823.253286632054	1094.92311358788	990.48975078108	962.114421295328	609.671444793262	728.0150012601	677.179105613989	597.755456524619	687.316866468787	1069.86401480627	681.661981483772	657.645131583382	603.380209513654	811.947028431942	605.777488335544	902.890172744322	863.411287213398	691.801399167917	570.985101177031	395.446773837016	954.868493876661	1081.62666184374	607.570030294953	679.698985541938	703.05882019003	614.476269573294	553.254199243212	603.598448193988	727.165736929713	733.527474059531	554.024303260298	610.958687700757	651.938440423062	651.886283329051	811.767981434359	491.340832677671	858.259630586839	874.889822979473	1213.9434213659
FAM156B	188.604674689034	325.009807543102	306.598189586146	628.289792157112	878.972165821926	660.410970351286	876.354075905574	538.129637301344	773.144074900289	737.150563791577	787.159787717978	739.873539427033	790.587273665807	401.9249810566	662.411867943652	1264.10190840133	724.648340857317	671.467693935057	690.545267204988	1093.86617021462	714.591468275851	659.791067027051	559.861959212153	261.299010300063	648.77627934415	635.699599141068	776.931572146676	444.163705165531	215.177973113974	405.359012033477	305.184437099829	338.432453186194	271.025923763272	363.650341594666	356.822371679346	355.238493245419	258.775603693059	436.564696430715	236.95918057255	290.130051823686	491.081828049395	573.144535721784	529.900851021065	322.595636955907	294.01911465575	257.524729426982	315.97590715856	299.097800451374	390.223416854086	536.845745948506	192.895616793688	286.898582114747	272.984249079603	341.492109832223	343.851650650651	346.842777383265	298.707296203235	344.563531103271	371.185961940928	357.088459033391	514.045762127467	285.378116145757	265.103247079154	363.523243859177	388.592541039065	321.043796943828	234.215754451448	236.794296184698	298.915599598643	611.135198649847	483.671188106383	392.486157516041	477.678822629729	548.556481731886	631.374507609766	230.9188328929	335.146054765856	289.786245656243	450.923537473849	619.118175812758	589.287185269468	311.213900458764	338.428308913476	368.866959125496	315.723164562509	286.791736293663	337.80757297347	310.155620102857	308.028883779815	276.481386588005	437.223401670274	272.926974639214	137.359060139378	226.219188916818	379.96378034353	346.52705028432	428.220147314068	405.555706051756	494.275718107654
FAM199X	2682.01894328695	2465.47251544576	3073.798035453	2194.20223443086	1693.62626302469	1851.52272780745	1860.00611284028	1891.29876560511	1913.07052976756	2129.11569008681	2191.69008817029	2093.36945404947	2093.84631867084	2647.5535191558	2071.65567888959	1896.19030381936	2087.13820323164	1965.82550268178	1959.48994931079	1871.99766643318	2189.80881634991	2151.34779263292	2058.87419593358	1944.60756700619	2057.00971995597	2116.29880046982	2102.35706905084	3400.99371056889	2397.80331757684	2026.72654456658	2226.85016218607	2072.39123284394	2048.78405875758	1953.1385501097	2231.48147924107	2431.38626687488	3054.65266698562	1838.2643942792	3156.58272840411	3000.80253305854	2299.56279033225	2262.41752487476	2622.44741911681	2677.32438826522	2398.89733033875	2651.9251064633	2227.98156816713	2598.12694271461	2050.99150751948	1657.59952877676	3119.34147944049	2646.28616705728	1968.36428657801	2075.06711180823	1984.49143137101	2561.66145779121	1501.15220681534	1334.3659879896	1223.50388137348	1803.6754569691	2102.46871986128	1979.77616805659	1978.27440169736	2062.79328231986	1951.03056087243	2265.37914177669	2123.26071114654	2099.2250986926	1874.4898385775	2211.68944895131	2091.0343471739	2199.02500488528	1888.1067617274	2019.46528978749	1802.27292024643	2142.5929069101	1714.34682521627	2390.70455193189	1991.58082800414	1823.09983083495	1844.77151384745	2240.45374192885	2010.21190189554	2182.69036547842	2387.92806070829	2570.57661803314	2196.54979617395	1693.79610437658	1860.09159632023	2120.29922170309	2164.65531699668	2207.87973803975	3211.86438035461	2362.32719455233	2144.35864682799	2632.33035535643	1946.21151301234	2479.53477372564	2285.69217725737
FAM3A	1399.24243155383	1559.83334140106	1157.48049725774	1411.93040453775	1989.61248873624	1903.79908229607	2494.3832803627	1615.42231202417	1635.97720730413	1625.59747322516	1479.72778735505	1725.69939090243	1416.87833006342	1409.03644423908	1580.62593655176	2075.33476909519	2388.2469764751	2166.02608764186	1810.41409187132	2302.08300269275	1531.53072251883	1418.86783042836	1713.98025443339	1200.0020208904	1630.07461737617	2031.08135407526	1696.34364132468	1556.54586390207	1307.97453621621	1499.09290888004	1066.01748801976	1197.77045464796	1006.36126541214	1842.78543525186	1719.21290816669	1469.94560394091	1289.03035993831	1671.18289225275	1967.54513040329	1132.0980656921	1322.02359752587	1337.25298128107	1291.09266025663	1585.24316785684	1536.47858354397	1346.44741773985	1157.86677938865	1331.32806179176	1317.26137565685	1978.65506964337	2076.97648523438	1882.74433813087	1424.59738472491	1752.51592026188	1183.91045269731	1972.41632526842	1298.22554553086	1185.36652855715	1749.76979122611	1314.42604387672	1643.48472199284	1142.02995457576	1497.85743013142	1276.63718308988	924.437548034551	735.153858046391	539.805668902724	437.120792668438	497.80828412957	1410.27532283179	1853.28515416345	1373.18633746427	1615.79152265442	1248.55272065014	1252.45947502462	1150.93157308703	1241.31506974253	1222.30135750094	1520.25679829226	1449.17253243025	1261.49303480081	1220.92712070961	1378.87850372216	1404.42693612748	1289.41949862987	1157.10246514749	942.120719017188	1214.68708245591	1135.83086987799	1222.30484510174	1220.03124795572	1862.52946017633	1213.97880100392	1589.66955771061	875.82151506237	896.119849283324	1242.11170991354	1493.12496901157	816.498143447547
FAM50A	3586.77900549384	3750.51836186904	3743.27182190867	3990.03545265711	3108.57882531904	3880.99468359197	3565.20994643985	3790.98760715277	3941.70438722992	3891.72959726076	3256.08051983277	3521.96784329818	3122.21935847855	3259.74652040873	3407.41025463884	3538.96318568757	2639.27414822642	3774.37284444886	3865.01492585915	4044.24619659739	3368.60272846455	3104.24464269338	3304.52511677236	3223.34250233882	3432.57734001475	3707.81614804675	3267.94513360227	3617.94470508773	3095.31384667677	3152.18837758415	3326.13330855527	3111.50191398845	3455.42941930443	3978.59180533943	3406.68698801993	2948.16374344299	3448.95677598745	3808.83015774715	4063.12893829751	2837.93689581421	3069.2793999979	3116.2487842592	3111.261097216	3072.15382925712	3166.0349177572	3669.86857713455	2946.53733530216	3371.27803265071	3444.59961312589	5641.67881445588	4413.44729418837	4263.30059648964	2941.36552912578	3560.17197820443	2807.19384865074	2893.40028783922	3479.38102505113	3754.33958282729	4442.60098153821	3735.9738354062	5367.6250523902	2949.7449882628	3170.31786068208	3098.87344860675	2921.9840765075	2806.12019412969	2873.80567248579	2775.58462398148	2335.77240563965	2402.38374350928	2484.42706259664	2630.11676758922	3149.74535781626	2721.96369566359	3083.78182117733	2803.35291024871	3092.37110086249	3116.38475120422	2928.88922374501	3000.04161615114	2901.88074131605	2804.5279532496	3714.02021403435	2768.02882972711	2832.53680273643	2875.44725387261	2807.51402626191	3169.35091062658	3207.07716290252	3175.59116091488	2603.64049890409	2907.12958232328	2905.40247941595	2956.98401282715	2956.77193151746	2982.17339318942	2634.67972173659	2734.60727171358	2930.04730371965
FANCB	713.357187796379	516.975026898327	652.978704829506	298.169072093639	76.6049706937302	245.992435115088	336.114327957574	160.622035140494	161.663516430706	318.851246785107	164.155777464038	219.165407222911	88.2338845507937	355.094310638827	227.503974739621	71.4702327610463	71.9546779885124	278.324407449037	259.238200191895	148.401642187783	364.642572113305	273.85406927319	222.330597205607	378.072546717251	181.970335010455	266.166505636106	186.751132141217	540.794374621706	171.442898997971	195.477901536165	213.482748432701	264.271936355957	596.409739505421	302.593874918129	189.399560490019	83.9799495510519	498.298186750853	159.011318527626	645.68832580686	298.994540032871	267.568368384916	198.741156986599	244.157615636711	334.07932048779	292.688787952479	349.56173219121	244.346759583604	183.196868136806	371.723708933134	162.273642728965	554.429384774045	105.269990257802	158.319330195775	828.352990054968	338.358063427585	268.416153690995	250.174767864461	253.440867789058	296.301989685396	392.938642617922	142.225780632931	292.352050157706	239.632453123869	287.579316084523	301.54615179422	347.244372367016	383.544409751147	211.884921963104	112.541252221834	81.2640696529603	59.1030951341443	253.316075581694	250.116687878001	186.637080442928	228.598062943951	333.8881907383	357.704151641425	611.928637311367	284.135768797162	136.896144002666	169.92457797131	179.557946728153	684.962581719824	361.522958031832	331.806482048255	537.395715403061	363.057236536438	450.267344499946	382.567723105535	507.528039925358	407.898478721901	372.516339316664	740.042939238281	612.766380859291	486.628014491695	424.723452816275	157.324113636223	119.557390849451	111.258315328185
FGD1	1587.32013204819	1620.86012934418	1312.4399498881	1972.50864419959	2023.16918852374	1953.61030737454	2126.85466514834	2221.85269229946	2051.85523314348	2204.94585820372	1864.670596131	1798.37599439484	1636.78313226346	2687.41020422383	2190.98154337248	1631.79900802406	1962.28355981831	2149.66245919517	2160.73937187668	2092.86216601165	2311.48393235	2052.15798040049	2150.17662068197	1751.45654167359	2076.78760555405	2480.21150454243	2317.43093373055	1972.89328496306	1634.73171810393	1850.51699239773	1852.14155212435	1588.624585235	1591.81535419609	2062.49653217269	1694.54311789146	1494.36849812665	1867.74673312468	1897.21335298466	1895.24584562494	1986.76418873629	1765.96096356892	1927.86314687328	1568.24041215023	2061.13535429852	1506.39755928289	1423.05353002684	1675.21702710316	1775.15402180108	1851.44072962977	1523.75115931698	1568.15315244926	1418.66235767638	1851.75422769513	1638.90755833015	1794.51005258551	1849.40521624208	1864.16735640578	2059.1884633094	2027.33248433123	2233.89367583285	1703.81705807541	2062.23815067088	2415.24516419199	2518.85156718513	1727.46334785658	1993.60821249476	1778.02028916241	1590.27848721314	1825.42389868015	2139.29724404144	2199.86135046855	2085.80108526924	1875.83875185396	2495.57804616458	2041.05011513886	2329.90313463903	2088.24590561882	1975.23516258236	1885.61236942892	1818.75715897947	2229.18281104522	2261.65717270337	1949.18386271718	2501.11887306844	2178.10756600741	2616.99767339898	1864.3411604677	1438.1422655385	2102.77720010417	2554.06374005495	2075.84514371586	1942.91575609674	2004.32240761088	2071.25032236811	2238.44684132316	1981.43327896907	2490.9535156362	1945.16098295901	1788.23508889861
FGF13	122.44166323446	365.06163223426	171.487075797043	63.5349449374446	799.676587416885	399.566525512706	577.584525492012	567.461330209656	729.745427895916	345.021004154664	301.988374943559	233.071600293241	617.60749574706	95.6542523188359	222.534459714551	580.493909618747	1666.89499399321	610.230965944909	322.193152228712	1129.55826191514	129.50230319764	682.306137134518	1908.18157493398	242.379540642505	278.38449229697	540.65560415523	212.740456402882	6.31948143835123	806.014174676655	746.864084575811	890.811413942071	799.134836265056	187.506366571811	312.276917068337	471.946387211784	413.860436964466	272.503088667995	14.6695538690636	411.659506554288	128.024143609271	271.059025939482	74.1682016166632	409.464978593984	292.209754753809	95.2104976949705	1161.32127905654	48.3553162517323	992.37861280552	342.668163971746	8.60560517250989	274.43018147595	92.6679962550871	958.586156955191	75.9409673633795	178.229550503899	3612.80117013494	316.056879659812	164.457441243902	100.369867016674	590.719537614784	10.0559022570202	189.986744696934	129.778630213575	90.4761635563183	77.9423807761597	237.911151438861	170.640902674114	203.312141108776	855.168720567795	501.747746127649	1144.40027778776	440.078376982824	266.844926542259	735.267849461541	448.392202399648	307.093734085687	450.640595636283	236.678804808674	192.079076047149	180.134735932271	139.21702159198	34.9306266034957	310.050092766176	331.531890837709	124.894939863417	388.341792884818	273.109100043537	63.5037607151154	79.8173415600886	208.878437953541	612.502696174462	235.353684554617	446.174597073632	247.346699247122	153.742818381494	312.980433285352	346.584694180595	322.070891677827	1133.3654753232
FHL1	4219.46596641165	9861.95942183887	1583.50984117445	3431.74283548389	6773.14542039254	9597.95888451036	12900.3376182062	6508.86194476096	10126.6752039294	10352.6048551168	5702.23022976563	7070.11312824394	4961.7736989799	3823.54999758095	6915.18651331552	8502.5147008507	7000.75854775412	10281.6482163712	20074.4566124414	14806.1296199235	10963.4354185136	11418.5724673983	7884.51085905164	5014.53470541213	10578.3829600813	5586.50594369009	4561.33542217921	3158.21779014937	9268.51347077128	9306.72425095028	5290.11509586208	10365.8470563735	3768.05930890508	11526.7298275243	14832.5212289883	27849.5437285876	9482.96979184627	65630.4601545964	9182.4308326762	2907.57205801877	7882.84540710544	7604.89386953159	10970.3995004019	5748.52468883179	9104.98273228356	19293.8339894525	4823.48980018979	36442.4345631139	8464.86579089407	32130.32556983	7420.83772991243	17234.3984671907	25368.8470296375	2804.43750481381	6764.07064198662	32269.0915189459	8609.13799847371	8164.69636966219	3510.89894574543	6498.92608683773	20244.2132875302	10935.4884549152	8505.37636828563	6608.95569487274	5781.49966961323	4735.42683586855	6182.52447346936	10879.2770873018	17284.0385163143	9150.75547781317	8372.07365122792	6434.54529784144	13032.5979784481	11440.8633978132	6963.84894389804	6877.31080559773	13281.2099019499	10938.7811411604	17819.2660139962	13107.4207769938	12941.6301575801	8970.71870475275	4024.99312716752	4770.51698347628	3798.70929791296	6654.39386226331	11761.5729705884	5605.07802119704	4526.01843230184	14632.8740282818	4302.57366091706	3292.77505922008	7833.46878300214	6835.52991678879	14765.2340282359	3959.24668426346	6897.19477384425	45959.6222162297	7293.7494595961
