Sample.Name	Gene.name	AR_mean	Num_snps	skewing_coeff	AR_adj	Skewed_XCI
7194D_XXY	MAMLD1	0.684609250398724	2	0.68	0.315743944636678	FALSE
7194D_XXY	SNX12	0.510204081632653	1	0.68	0.0521327014218009	FALSE
7194D_XXY	DOCK11	0.759615384615385	2	0.68	0.449823943661972	FALSE
7194D_XXY	FAM199X	0.529411764705882	1	0.68	0.0783410138248844	FALSE
7194D_XXY	ZFX	0.922077922077922	3	0.68	0.797570850202429	FALSE
7194D_XXY	C1GALT1C1	0.484722222222222	2	0.68	0.0183107535986457	FALSE
7194D_XXY	ZRSR2	0.944444444444444	1	0.68	0.852941176470587	FALSE
7194D_XXY	ELF4	0.466666666666667	1	0.68	0	FALSE
7194D_XXY	HCFC1	0.569110113785756	4	0.68	0.134559002953698	FALSE
7194D_XXY	MSL3	0.571428571428571	1	0.68	0.137931034482758	FALSE
7194D_XXY	ZNF41	0.692307692307692	1	0.68	0.328859060402684	FALSE
7194D_XXY	MAP7D3	0.49518094269974	5	0.68	0.0320646043515488	FALSE
7194D_XXY	RPS4X	0.82780269058296	1	0.68	0.585169821104486	FALSE
7194D_XXY	ZNF185	0.341346153846154	2	0.68	0	FALSE
7194D_XXY	SMC1A	0.846153846153846	1	0.68	0.62406015037594	FALSE
7194D_XXY	USP9X	0.625	1	0.68	0.21875	FALSE
7194D_XXY	HMGB3	0.4	1	0.68	0	FALSE
7194D_XXY	ATP11C	0.416666666666667	1	0.68	0	FALSE
7194D_XXY	KLHL15	0.571428571428571	1	0.68	0.137931034482758	FALSE
7194D_XXY	SLC9A7	0.361710449945744	6	0.68	0	FALSE
7194D_XXY	VMA21	0.565217391304348	1	0.68	0.128919860627178	FALSE
7194D_XXY	RBBP7	0.784974526527899	6	0.68	0.498550872425407	FALSE
7194D_XXY	TREX2	0.375	1	0.68	0	FALSE
7194D_XXY	BGN	0.488677536231884	1	0.68	0.0234915582618323	FALSE
7194D_XXY	MED12	0.8	1	0.68	0.528301886792453	FALSE
7194D_XXY	ERCC6L	1	1	0.68	1	FALSE
7194D_XXY	ACOT9	0.621649184149184	4	0.68	0.213526019963175	FALSE
7194D_XXY	GNL3L	0.496527777777778	2	0.68	0.0338486140724951	FALSE
7194D_XXY	IDS	0.414652923126566	5	0.68	0	FALSE
7194D_XXY	MAGEH1	0.533980582524272	1	0.68	0.08466819221968	FALSE
7194D_XXY	RPL10	0.498302469135802	3	0.68	0.0362038706005122	FALSE
7194D_XXY	CD99L2	0.478109090155835	4	0.68	0.00970423510483937	FALSE
7194D_XXY	RBM3	0.494758534121107	6	0.68	0.0315056916919127	FALSE
7194D_XXY	OPHN1	1	1	0.68	1	FALSE
7194D_XXY	XIAP	0.449261030540327	14	0.68	0	FALSE
7194D_XXY	ZDHHC9	0.567567567567568	1	0.68	0.132321041214751	FALSE
7194D_XXY	TRAPPC2	0.722222222222222	3	0.68	0.381188118811881	FALSE
7194D_XXY	FLNA	0.524930998660837	4	0.68	0.0721708701672436	FALSE
7194D_XXY	MORF4L2	0.434991974317817	1	0.68	0	FALSE
7194D_XXY	ATP6AP1	0.583020410829169	3	0.68	0.154942630038611	FALSE
7194D_XXY	IRAK1	0.46927374301676	1	0.68	0	FALSE
7194D_XXY	TMEM187	0.556051587301587	4	0.68	0.115752450205501	FALSE
7194D_XXY	ZNF275	0.375161251791687	5	0.68	0	FALSE
7194D_XXY	GABRE	0.357142857142857	1	0.68	0	FALSE
7194D_XXY	LDOC1	0.492572692793931	2	0.68	0.0286181026137461	FALSE
7194D_XXY	FHL1	0.350515463917526	1	0.68	0	FALSE
7194D_XXY	ZNF75D	0.575892857142857	4	0.68	0.144452449567724	FALSE
7194D_XXY	GPC4	0.343152454780362	3	0.68	0	FALSE
7194D_XXY	IL13RA1	0.417672614848481	3	0.68	0	FALSE
7194D_XXY	RBM41	0.4	1	0.68	0	FALSE
7194D_XXY	TCEAL4	0.478005865102639	1	0.68	0.00957044291119491	FALSE
7194D_XXY	TRMT2B	0.3	1	0.68	0	FALSE
7194D_XXY	TSPAN6	0.352112676056338	1	0.68	0	FALSE
7194D_XXY	APOOL	0.658333333333333	4	0.68	0.272017045454545	FALSE
7194D_XXY	SH3BGRL	0.474418604651163	1	0.68	0.00493131384290282	FALSE
7194D_XXY	ATRX	0.708333333333333	1	0.68	0.356617647058823	FALSE
7194D_XXY	CHIC1	0.4	1	0.68	0	FALSE
7194D_XXY	HDAC8	0.208333333333333	1	0.68	0	FALSE
7194D_XXY	ZXDB	0.444444444444444	1	0.68	0	FALSE
7194D_XXY	FGD1	0.645833333333333	1	0.68	0.251760563380281	FALSE
7194D_XXY	IQSEC2	0.75	1	0.68	0.431818181818182	FALSE
7194D_XXY	TBC1D25	0.704678362573099	2	0.68	0.350231600617602	FALSE
7194D_XXY	ARAF	0.4	1	0.68	0	FALSE
7194D_XXY	KDM6A	1	1	0.68	1	FALSE
7194D_XXY	FUNDC1	0.5	1	0.68	0.0384615384615386	FALSE
7194D_XXY	DYNLT3	0.432692307692308	1	0.68	0	FALSE
7194D_XXY	GK	0.375	1	0.68	0	FALSE
7194D_XXY	APOO	0.642857142857143	1	0.68	0.246987951807229	FALSE
7194D_XXY	SMS	0.32	1	0.68	0	FALSE
7194D_XXY	MOSPD2	0.424242424242424	1	0.68	0	FALSE
7194D_XXY	TCEANC	0.3	1	0.68	0	FALSE
7194D_XXY	TMSB4X	0.426791392888954	4	0.68	0	FALSE
7194D_XXY	PRPS2	0.5625	1	0.68	0.125	FALSE
7194D_XXY	WWC3	0.646491228070175	4	0.68	0.252818154850193	FALSE
7194D_XXY	TBL1X	0.50934829059829	3	0.68	0.0509795007439244	FALSE
7194D_XXY	PUDP	0.858896319210719	6	0.68	0.65172757242786	FALSE
7194D_XXY	FAM50A	0.657142857142857	1	0.68	0.27007299270073	FALSE
7194D_XXY	GDI1	0.526315789473684	1	0.68	0.0740740740740739	FALSE
7194D_XXY	XIST	0.416666666666667	2	0.68	0	FALSE
7194D_XXY	NHSL2	0.619047619047619	2	0.68	0.209486166007905	FALSE
7196D_XXY	LAMP2	0.154813440751097	4	0.85	0	TRUE
7196D_XXY	ARSD	0.421052631578947	1	0.85	0.264214046822742	TRUE
7196D_XXY	SLC25A43	0.157337271297789	5	0.85	0	TRUE
7196D_XXY	MXRA5	0.128226151722259	12	0.85	0	TRUE
7196D_XXY	ABCD1	0.392237982663515	3	0.85	0.231813145083978	TRUE
7196D_XXY	FMR1	0.191011235955056	1	0.85	0.0150478796169629	TRUE
7196D_XXY	HUWE1	0.135062611806798	2	0.85	0	TRUE
7196D_XXY	TIMP1	0.346338118580766	4	0.85	0.180925419033376	TRUE
7196D_XXY	PIN4	0.121951219512195	1	0.85	0	TRUE
7196D_XXY	SCML2	0.375	1	0.85	0.21259842519685	TRUE
7196D_XXY	MORC4	0.181818181818182	1	0.85	0.00552486187845318	TRUE
7196D_XXY	PRKX	0.318181818181818	1	0.85	0.15014164305949	TRUE
7196D_XXY	MAMLD1	0.18721198156682	2	0.85	0.0111083856046533	TRUE
7196D_XXY	TMEM47	0.156433608271673	2	0.85	0	TRUE
7196D_XXY	SNX12	0.151202749140893	1	0.85	0	TRUE
7196D_XXY	TBC1D8B	0.375	1	0.85	0.21259842519685	TRUE
7196D_XXY	AIFM1	0.0862068965517241	1	0.85	0	TRUE
7196D_XXY	MECP2	0.333333333333333	1	0.85	0.166666666666666	TRUE
7196D_XXY	ZFX	0.607554713804714	6	0.85	0.482853526004989	TRUE
7196D_XXY	ELF4	0.179245283018868	1	0.85	0.00286532951289402	TRUE
7196D_XXY	MSL3	0.263157894736842	1	0.85	0.0909090909090907	TRUE
7196D_XXY	ZNF41	0.121212121212121	1	0.85	0	TRUE
7196D_XXY	MAP7D3	0.208772123893805	4	0.85	0.033537114717727	TRUE
7196D_XXY	RPS4X	0.566188059148009	2	0.85	0.432978779399898	TRUE
7196D_XXY	CA5B	0.395806277056277	4	0.85	0.235806328526965	TRUE
7196D_XXY	SMC1A	0.71875	1	0.85	0.621052631578947	TRUE
7196D_XXY	FANCB	0.2	1	0.85	0.024390243902439	TRUE
7196D_XXY	MED14	0.188905775075988	2	0.85	0.0128640260424851	TRUE
7196D_XXY	MAGED1	0.19893899204244	1	0.85	0.0232858990944369	TRUE
7196D_XXY	CXorf38	0.155555555555556	1	0.85	0	TRUE
7196D_XXY	FAM120C	0.5	1	0.85	0.354838709677419	TRUE
7196D_XXY	BGN	0.220012605847395	4	0.85	0.0453008575625947	TRUE
7196D_XXY	PIGA	0.388888888888889	2	0.85	0.228070175438597	TRUE
7196D_XXY	MID1IP1	0.272727272727273	1	0.85	0.101123595505618	TRUE
7196D_XXY	IDS	0.140931250047764	5	0.85	0	TRUE
7196D_XXY	ATP7A	0.12	1	0.85	0	TRUE
7196D_XXY	BCOR	0.302325581395349	1	0.85	0.132947976878613	TRUE
7196D_XXY	RAP2C	0.230769230769231	1	0.85	0.0566037735849059	TRUE
7196D_XXY	CD99L2	0.12315480375668	4	0.85	0	TRUE
7196D_XXY	XIAP	0.180222895543625	6	0.85	0.00387556596481031	TRUE
7196D_XXY	HMGN5	0.15	1	0.85	0	TRUE
7196D_XXY	TRAPPC2	0.213333333333333	2	0.85	0.0383048084759577	TRUE
7196D_XXY	MORF4L2	0.172443674176776	1	0.85	0	TRUE
7196D_XXY	PLXNB3	0.200501253132832	2	0.85	0.0249121198227112	TRUE
7196D_XXY	MBTPS2	0.193421052631579	2	0.85	0.0175494831316612	TRUE
7196D_XXY	ZNF275	0.173274764451235	5	0.85	0	TRUE
7196D_XXY	NSDHL	0.0666666666666667	1	0.85	0	TRUE
7196D_XXY	GABRE	0.121212121212121	1	0.85	0	TRUE
7196D_XXY	FHL1	0.205882352941176	1	0.85	0.0305206463195686	TRUE
7196D_XXY	SMARCA1	0.201298701298701	1	0.85	0.0257425742574254	TRUE
7196D_XXY	RBM41	0.12	1	0.85	0	TRUE
7196D_XXY	CENPI	0.248244511870956	5	0.85	0.0750622393351368	TRUE
7196D_XXY	TRMT2B	0.75	1	0.85	0.661016949152542	TRUE
7196D_XXY	APOOL	0.321452991452991	5	0.85	0.153701423644979	TRUE
7196D_XXY	PGK1	0.588235294117647	1	0.85	0.459459459459459	TRUE
7196D_XXY	ATRX	0.789473684210526	1	0.85	0.712230215827338	TRUE
7196D_XXY	SPIN3	0.375	1	0.85	0.21259842519685	TRUE
7196D_XXY	CCDC22	0.130434782608696	1	0.85	0	TRUE
7196D_XXY	GRIPAP1	0.218865143699337	2	0.85	0.0440977545315174	TRUE
7196D_XXY	TIMM17B	0.147058823529412	1	0.85	0	TRUE
7196D_XXY	ARAF	0.5	1	0.85	0.354838709677419	TRUE
7196D_XXY	DYNLT3	0.216	1	0.85	0.0410958904109589	TRUE
7196D_XXY	TAB3	0.0810810810810811	1	0.85	0	TRUE
7196D_XXY	POLA1	0.208333333333333	1	0.85	0.0330788804071243	TRUE
7196D_XXY	EIF1AX	0.218074656188605	1	0.85	0.0432692307692306	TRUE
7196D_XXY	PHKA2	0.115384615384615	1	0.85	0	TRUE
7196D_XXY	PIR	0.101694915254237	1	0.85	0	TRUE
7196D_XXY	TMSB4X	0.045045045045045	1	0.85	0	TRUE
7196D_XXY	WWC3	0.0975609756097561	1	0.85	0	TRUE
7196D_XXY	TBL1X	0.170776953295504	2	0.85	0	TRUE
7196D_XXY	PUDP	0.722865226337449	6	0.85	0.626286536777393	TRUE
7196D_XXY	XG	0.732368896925859	2	0.85	0.638407036403616	TRUE
7196D_XXY	XIST	0.160994919059435	3	0.85	0	TRUE
7196D_XXY	CHM	0.375	1	0.85	0.21259842519685	TRUE
7196D_XXY	GRIA3	0.131578947368421	1	0.85	0	TRUE
7196D_XXY	NHSL2	0.173913043478261	1	0.85	0	TRUE
7219C_XXY	LAMP2	0.773684210526316	2	0.6	0.221014492753624	FALSE
7219C_XXY	EFNB1	0.75	1	0.6	0.166666666666666	FALSE
7219C_XXY	SLC25A43	0.676470588235294	1	0.6	0.0178571428571426	FALSE
7219C_XXY	NXT2	0.533333333333333	1	0.6	0	FALSE
7219C_XXY	WDR13	0.733333333333334	2	0.6	0.130434782608696	FALSE
7219C_XXY	TIMP1	0.751199040767386	2	0.6	0.1693354683747	FALSE
7219C_XXY	MAGED2	0.785709306471929	5	0.6	0.249987800941265	FALSE
7219C_XXY	THOC2	0.375	1	0.6	0	FALSE
7219C_XXY	SLC6A8	0.664335664335664	2	0.6	0	FALSE
7219C_XXY	EDA2R	0.361818181818182	5	0.6	0	FALSE
7219C_XXY	WDR44	0.573571428571429	4	0.6	0	FALSE
7219C_XXY	MORC4	0.636363636363636	1	0.6	0	FALSE
7219C_XXY	AMMECR1	0.470588235294118	1	0.6	0	FALSE
7219C_XXY	RRAGB	0.583333333333333	1	0.6	0	FALSE
7219C_XXY	TAF1	0.529411764705882	1	0.6	0	FALSE
7219C_XXY	NONO	0.744578313253012	1	0.6	0.154704944178628	FALSE
7219C_XXY	DOCK11	0.573809523809524	3	0.6	0	FALSE
7219C_XXY	FAM199X	0.666666666666667	1	0.6	4.99600361081321e-16	FALSE
7219C_XXY	C1GALT1C1	0.485565476190476	2	0.6	0	FALSE
7219C_XXY	ZRSR2	1	1	0.6	1	FALSE
7219C_XXY	TSC22D3	0.677966101694915	1	0.6	0.0206185567010304	FALSE
7219C_XXY	TFE3	0.711538461538462	1	0.6	0.0853658536585374	FALSE
7219C_XXY	HNRNPH2	0.755725190839695	1	0.6	0.17948717948718	FALSE
7219C_XXY	CA5B	0.809027777777778	4	0.6	0.309045226130653	FALSE
7219C_XXY	MAGED1	0.470404984423676	1	0.6	0	FALSE
7219C_XXY	ZBTB33	0.692307692307692	1	0.6	0.0476190476190469	FALSE
7219C_XXY	KLHL15	0.363636363636364	1	0.6	0	FALSE
7219C_XXY	RBBP7	0.651423456339057	5	0.6	0	FALSE
7219C_XXY	TREX2	0.714285714285714	1	0.6	0.0909090909090902	FALSE
7219C_XXY	BGN	0.714650706947134	3	0.6	0.0916484691046328	FALSE
7219C_XXY	TCEAL7	0.473684210526316	1	0.6	0	FALSE
7219C_XXY	RGN	0.25	1	0.6	0	FALSE
7219C_XXY	HEPH	0.902439024390244	2	0.6	0.591836734693878	FALSE
7219C_XXY	ACOT9	0.568817204301075	3	0.6	0	FALSE
7219C_XXY	ARMCX3	0.614285714285714	1	0.6	0	FALSE
7219C_XXY	ATP7A	0.575892857142857	2	0.6	0	FALSE
7219C_XXY	TAF9B	0.590909090909091	1	0.6	0	FALSE
7219C_XXY	BCOR	0.75	1	0.6	0.166666666666666	FALSE
7219C_XXY	MAGEH1	0.670212765957447	1	0.6	0.00641025641025676	FALSE
7219C_XXY	RBM3	0.744694890514951	5	0.6	0.154960338944647	FALSE
7219C_XXY	ARMCX4	0.857142857142857	1	0.6	0.444444444444444	FALSE
7219C_XXY	XIAP	0.68126087594964	15	0.6	0.0267378378306412	FALSE
7219C_XXY	CHM	0.840909090909091	2	0.6	0.396551724137931	FALSE
7219C_XXY	PJA1	0.830977845683728	3	0.6	0.368398515558092	FALSE
7219C_XXY	MBTPS2	0.970588235294118	2	0.6	0.861111111111111	FALSE
7219C_XXY	PLXNA3	0.379310344827586	1	0.6	0	FALSE
7219C_XXY	NSDHL	0.939393939393939	1	0.6	0.729729729729728	FALSE
7219C_XXY	CETN2	0.9	1	0.6	0.583333333333334	FALSE
7219C_XXY	IL13RA1	0.701094930725914	3	0.6	0.0646414675222857	FALSE
7219C_XXY	RBM41	0.584045584045584	3	0.6	0	FALSE
7219C_XXY	BEX4	0.258620689655172	1	0.6	0	FALSE
7219C_XXY	APOOL	0.873321123321123	3	0.6	0.494641987335606	FALSE
7219C_XXY	SH3BGRL	0.654970760233918	1	0.6	0	FALSE
7219C_XXY	PGK1	0.764957264957265	3	0.6	0.200581395348837	FALSE
7219C_XXY	ATRX	0.833333333333333	2	0.6	0.375	FALSE
7219C_XXY	YIPF6	0.58695652173913	1	0.6	0	FALSE
7219C_XXY	TSPYL2	0.416666666666667	1	0.6	0	FALSE
7219C_XXY	GRIPAP1	0.818181818181818	1	0.6	0.333333333333333	FALSE
7219C_XXY	TIMM17B	0.776119402985075	1	0.6	0.226804123711341	FALSE
7219C_XXY	ARAF	0.4	1	0.6	0	FALSE
7219C_XXY	KDM6A	0.588235294117647	1	0.6	0	FALSE
7219C_XXY	FUNDC1	0.541666666666667	1	0.6	0	FALSE
7219C_XXY	SRPX	0.525581395348837	1	0.6	0	FALSE
7219C_XXY	DYNLT3	0.69949494949495	2	0.6	0.0615141955835961	FALSE
7219C_XXY	TAB3	0.892857142857143	2	0.6	0.558823529411765	FALSE
7219C_XXY	PIR	0.48	1	0.6	0	FALSE
7219C_XXY	TMSB4X	0.699084668192219	2	0.6	0.0607142857142852	FALSE
7219C_XXY	PRPS2	0.4375	1	0.6	0	FALSE
7219C_XXY	TBL1X	0.308607007261045	3	0.6	0	FALSE
7219C_XXY	PNPLA4	0.428571428571429	1	0.6	0	FALSE
7219C_XXY	PUDP	0.693439762733241	6	0.6	0.0497912520904236	FALSE
7219C_XXY	XIST	0.37037037037037	2	0.6	0	FALSE
7219C_XXY	FTX	0.3	1	0.6	0	FALSE
7219C_XXY	GRIA3	0.75	1	0.6	0.166666666666666	FALSE
7219C_XXY	SLC16A2	0.375	1	0.6	0	FALSE
7240D_XX	DNASE1L1	0.690950984499372	3	0.62	0.135378794804538	FALSE
7240D_XX	TRO	0.633333333333333	1	0.62	0.0333919156414757	FALSE
7240D_XX	SLC25A43	0.790704384257616	6	0.62	0.34499393806542	FALSE
7240D_XX	MXRA5	0.804361625644998	12	0.62	0.377626877810787	FALSE
7240D_XX	STS	0.675675675675676	1	0.62	0.107142857142858	FALSE
7240D_XX	WDR13	0.736842105263158	1	0.62	0.226006191950465	FALSE
7240D_XX	BCORL1	0.431818181818182	2	0.62	0	FALSE
7240D_XX	HUWE1	0.434782608695652	1	0.62	0	FALSE
7240D_XX	SLC6A8	0.704545454545455	1	0.62	0.161290322580646	FALSE
7240D_XX	EDA2R	0.675432378079437	5	0.62	0.106700428283985	FALSE
7240D_XX	WDR44	0.60125	2	0.62	0	FALSE
7240D_XX	MORC4	0.619047619047619	1	0.62	0.00990099009900964	FALSE
7240D_XX	VAMP7	0.802227199203683	2	0.62	0.372455969268306	FALSE
7240D_XX	AMMECR1	0.157894736842105	1	0.62	0	FALSE
7240D_XX	PRKX	0.3125	2	0.62	0	FALSE
7240D_XX	RRAGB	0.627906976744186	1	0.62	0.024390243902439	FALSE
